host,ID,ra,dec,morph,re,z,tile,x,y,bands,n_bands,cutout
PGC13418,033906-341549,54.7772,-34.2637,dE,2.57,,,,,,0,0
PGC13419,033906-224424,54.779,-22.74,dE,3.93,,,,,,0,0
PGC13419,033907-224026,54.7797,-22.6741,dE,4.88,,,,,,0,0
PGC13505,033907-185915,54.78,-18.9875,dE,3.43,,,,,,0,0
PGC13418,033908-330218,54.7873,-33.0385,dE,5.65,,,,,,0,0
PGC13505,033909-182642,54.7883,-18.4452,dE,6.24,,,,,,0,0
PGC13505,033909-183727,54.7906,-18.6244,dE,5.8,,,,,,0,0
PGC13505,033911-185531,54.7981,-18.9255,dE,4.22,,,,,,0,0
PGC13419,033911-225726,54.7996,-22.9575,dE,5.0,,,,,,0,0
PGC13418,033913-352216,54.8056,-35.3714,dE,12.88,0.0024,,,,,0,0
PGC13505,033913-185337,54.8065,-18.8936,dE,9.92,,,,,,0,0
PGC13505,033913-194908,54.8077,-19.8189,dE,6.01,,,,,,0,0
PGC13419,033914-224559,54.8097,-22.7665,dE,5.51,,,,,,0,0
PGC13505,033914-184410,54.8103,-18.7363,dE,5.37,,,,,,0,0
PGC13434,033917-263659,54.8232,-26.6166,dE,3.67,,,,,,0,0
PGC13419,033918-215748,54.8259,-21.9634,dE,7.34,,,,,,0,0
PGC13505,033919-191940,54.8302,-19.3281,dE,5.49,,,,,,0,0
PGC13418,033919-354328,54.832,-35.7245,dE,14.52,,,,,,0,0
PGC13419,033919-225932,54.8329,-22.9924,dE,2.39,,,,,,0,0
PGC13738,033920-213621,54.834,-21.6059,dE,8.09,,,,,,0,0
PGC13505,033920-181528,54.8372,-18.258,dE,2.59,,,,,,0,0
PGC13505,033922-183158,54.8435,-18.5329,dE,6.3,,,,,,0,0
PGC13505,033923-184530,54.8463,-18.7584,dE,7.69,,,,,,0,0
PGC13505,033925-185204,54.8579,-18.868,dE,3.25,,,,,,0,0
PGC13419,033925-234204,54.8581,-23.7014,dE,7.77,,,,,,0,0
PGC13255,033927-243453,54.8644,-24.5815,dE,4.63,,,,,,0,0
PGC13418,033928-353422,54.8707,-35.573,dE,4.55,,,,,,0,0
PGC13419,033931-231306,54.8826,-23.2184,dE,5.69,,,,,,0,0
PGC13419,033931-225714,54.8831,-22.9541,dE,4.46,,,,,,0,0
PGC13505,033932-192517,54.8843,-19.4216,dE,4.68,,,,,,0,0
PGC13505,033932-192517,54.8844,-19.4215,dE,6.71,,,,,,0,0
PGC13418,033932-360558,54.8844,-36.0997,dE,3.86,,,,,,0,0
PGC13418,033932-314732,54.8867,-31.7924,dE,12.8,,,,,,0,0
PGC13505,033932-180715,54.8872,-18.121,dE,4.74,,,,,,0,0
PGC13505,033933-191558,54.8912,-19.2663,dE,5.5,,,,,,0,0
PGC13434,033933-253635,54.8912,-25.6098,dE,3.24,,,,,,0,0
PGC13505,033935-183422,54.8999,-18.5728,dE,11.83,,,,,,0,0
PGC13419,033936-225246,54.9005,-22.8797,dE,12.69,,,,,,0,0
PGC13418,033938-363313,54.9084,-36.5537,dE,4.74,,,,,,0,0
PGC13418,033938-365128,54.9113,-36.8579,dE,2.72,,,,,,0,0
PGC13512,033941-170056,54.9222,-17.0157,dE,6.81,,,,,,0,0
PGC13418,033941-353154,54.9235,-35.5318,dE,3.71,,,,,,0,0
PGC13505,033941-175505,54.9237,-17.9183,dE,5.14,,,,,,0,0
PGC13505,033942-184003,54.9256,-18.6677,dE,10.61,,,,,,0,0
PGC13505,033942-183920,54.9261,-18.6557,dE,2.53,,,,,,0,0
PGC13419,033942-234417,54.9282,-23.7382,dE,6.11,,,,,,0,0
PGC13505,033942-193829,54.9286,-19.6416,dE,3.58,,,,,,0,0
PGC13505,033945-183016,54.9391,-18.5046,dE,8.14,,,,,,0,0
PGC13512,033947-154752,54.9479,-15.7978,BC,5.5,,,,,,0,0
PGC13505,033948-185319,54.9532,-18.8888,dE,5.33,,,,,,0,0
PGC13419,033949-225825,54.9548,-22.9739,dE,5.47,,,,,,0,0
PGC13418,033950-353122,54.9587,-35.5229,dE,4.33,,,,,,0,0
PGC13418,033950-350122,54.9593,-35.023,dE,13.26,,,,,,0,0
PGC13505,033951-183225,54.9626,-18.5403,dE,8.45,,,,,,0,0
PGC13505,033951-182758,54.9639,-18.4663,dE,5.36,,,,,,0,0
PGC13418,033951-351919,54.9642,-35.3221,dE,7.22,,,,,,0,0
PGC13505,033952-184649,54.9695,-18.7804,dE,2.9,,,,,,0,0
PGC13505,033953-183715,54.9724,-18.621,dE,4.28,,,,,,0,0
PGC13738,033953-213133,54.9725,-21.5261,dE,3.4,,,,,,0,0
PGC13505,033954-184933,54.9768,-18.8259,dE,5.89,,,,,,0,0
PGC13418,033954-344145,54.9774,-34.6959,dE,3.74,,,,,,0,0
PGC13418,033955-330311,54.9792,-33.0532,dE,4.74,0.0019,,,,,0,0
PGC13419,033955-225832,54.9796,-22.9757,dE,5.0,,,,,,0,0
PGC13505,033955-182120,54.9799,-18.3558,dE,2.82,,,,,,0,0
PGC13418,033955-353943,54.9809,-35.6622,dE,7.41,,,,,,0,0
PGC13196,033956-203308,54.9837,-20.5523,dE,4.62,,,,,,0,0
PGC13434,033956-263238,54.9867,-26.5439,dE,3.19,,,,,,0,0
PGC13505,033957-183842,54.9885,-18.6451,dE,1.6,,,,,,0,0
PGC13419,033957-223138,54.9912,-22.5274,dE,6.63,,,,,,0,0
PGC13505,033958-183735,54.992,-18.6264,dE,3.13,,,,,,0,0
PGC13505,033959-182919,54.9982,-18.4888,dE,8.08,,,,,,0,0
PGC13505,034000-182342,55.0003,-18.3952,dE,2.66,,,,,,0,0
PGC13418,034000-344323,55.0026,-34.7232,dE,5.98,,,,,,0,0
PGC13505,034000-183938,55.0036,-18.6607,dE,5.77,,,,,,0,0
PGC13429,034001-435627,55.0053,-43.9409,dE,3.62,,,,,,0,0
PGC13418,034001-344529,55.0056,-34.7582,dE,5.93,,,,,,0,0
PGC13505,034002-182235,55.011,-18.3767,dE,8.44,,,,,,0,0
PGC13418,034002-352754,55.0117,-35.4652,dE,8.13,,,,,,0,0
PGC13418,034004-341004,55.0198,-34.1679,dE,8.06,,,,,,0,0
PGC13418,034005-343906,55.0211,-34.6519,dE,5.47,,,,,,0,0
PGC13418,034006-361402,55.0257,-36.234,dE,8.76,,,,,,0,0
PGC13418,034007-363336,55.0294,-36.5602,dE,7.98,,,,,,0,0
PGC13505,034007-175849,55.0309,-17.9804,dE,6.9,,,,,,0,0
PGC13418,034007-321909,55.031,-32.3194,dE,7.63,,,,,,0,0
PGC13418,034009-355010,55.0407,-35.8364,dE,4.48,,,,,,0,0
PGC13418,034010-342648,55.0417,-34.4469,dE,10.59,,,,,,0,0
PGC13419,034011-233633,55.0465,-23.6093,dE,6.01,,,,,,0,0
PGC13418,034012-351719,55.0523,-35.2887,dE,8.56,,,,,,0,0
PGC13738,034013-210009,55.0559,-21.0025,dE,5.27,,,,,,0,0
PGC13419,034015-231954,55.0635,-23.3317,dE,6.82,,,,,,0,0
PGC13418,034015-353946,55.0655,-35.6629,dE,3.64,,,,,,0,0
PGC13512,034016-155141,55.0687,-15.8616,dE,2.59,,,,,,0,0
PGC13419,034016-232019,55.0693,-23.3387,dE,4.72,,,,,,0,0
PGC13418,034017-363204,55.0716,-36.5346,dE,8.24,,,,,,0,0
PGC13418,034018-315005,55.0757,-31.8348,dE,9.17,,,,,,0,0
PGC13418,034018-372958,55.0772,-37.4995,dE,5.7,,,,,,0,0
PGC13418,034018-350817,55.0775,-35.1382,dE,9.03,,,,,,0,0
PGC13418,034018-332517,55.0787,-33.4216,dE,7.44,,,,,,0,0
PGC13418,034019-361850,55.0804,-36.314,dE,6.54,,,,,,0,0
PGC13418,034020-373839,55.0858,-37.6443,dE,10.82,,,,,,0,0
PGC13418,034023-351636,55.0981,-35.2768,dE,12.74,,,,,,0,0
PGC13434,034024-254934,55.1007,-25.8262,dE,8.44,,,,,,0,0
PGC13505,034025-183758,55.1064,-18.6328,dE,3.69,,,,,,0,0
PGC13418,034026-350012,55.1098,-35.0034,dE,3.78,,,,,,0,0
PGC13418,034026-352511,55.1114,-35.4199,dE,3.57,,,,,,0,0
PGC13738,034026-215024,55.1119,-21.84,dE,9.28,,,,,,0,0
PGC13418,034027-362956,55.1126,-36.4989,dE,10.62,0.004,,,,,0,0
PGC13418,034027-314108,55.1145,-31.6856,dE,12.51,,,,,,0,0
PGC13505,034028-181930,55.1168,-18.325,dE,6.97,,,,,,0,0
PGC13505,034028-183921,55.1174,-18.656,dE,8.97,,,,,,0,0
PGC13505,034028-185816,55.1198,-18.9712,dE,10.82,,,,,,0,0
PGC13419,034028-224200,55.1202,-22.7001,dE,3.04,,,,,,0,0
PGC13418,034030-332042,55.1263,-33.3453,dE,3.71,,,,,,0,0
PGC13738,034030-215221,55.127,-21.8727,dE,7.05,,,,,,0,0
PGC13418,034030-355240,55.1277,-35.8779,dE,5.43,,,,,,0,0
PGC13505,034030-174558,55.1279,-17.7662,dE,8.56,,,,,,0,0
PGC13505,034031-181504,55.1315,-18.2512,dE,4.16,,,,,,0,0
PGC13418,034033-355317,55.14,-35.8882,dE,3.33,,,,,,0,0
PGC13505,034033-183903,55.1406,-18.6509,dE,7.67,,,,,,0,0
PGC13418,034033-350122,55.1409,-35.0229,dE,11.5,0.0068,,,,,0,0
PGC13419,034033-223257,55.1414,-22.5492,dE,3.29,,,,,,0,0
PGC13505,034034-190714,55.1429,-19.1206,dE,6.57,,,,,,0,0
PGC13418,034036-352121,55.154,-35.3558,dE,6.48,,,,,,0,0
PGC13505,034037-185649,55.1563,-18.9471,dE,2.92,,,,,,0,0
PGC13418,034037-360717,55.157,-36.1214,dE,8.45,,,,,,0,0
PGC13505,034037-183245,55.1571,-18.5461,dE,4.37,,,,,,0,0
PGC13505,034037-181611,55.1578,-18.27,dE,2.29,,,,,,0,0
PGC13418,034040-345656,55.1689,-34.949,dE,6.93,,,,,,0,0
PGC13419,034041-223903,55.173,-22.6511,dE,10.19,0.0051,,,,,0,0
PGC13505,034041-182611,55.1739,-18.4366,dE,10.66,,,,,,0,0
PGC13418,034042-373038,55.1754,-37.5108,dE,6.02,0.0047,,,,,0,0
PGC13418,034042-353939,55.1763,-35.6611,dE,6.97,,,,,,0,0
PGC13505,034042-185637,55.1775,-18.9438,dE,3.29,,,,,,0,0
PGC13418,034043-355138,55.1807,-35.8608,dE,3.77,,,,,,0,0
PGC13418,034043-361110,55.1826,-36.1862,dE,10.88,,,,,,0,0
PGC13505,034044-184440,55.1835,-18.7446,dE,4.05,,,,,,0,0
PGC13418,034044-372430,55.1846,-37.4085,dE,7.73,,,,,,0,0
PGC13419,034044-225228,55.1862,-22.8745,dE,5.87,,,,,,0,0
PGC13505,034045-184813,55.1881,-18.8037,dE,2.34,,,,,,0,0
PGC13505,034046-190630,55.1942,-19.1085,dE,2.71,,,,,,0,0
PGC13505,034047-183710,55.1976,-18.6196,dE,4.31,,,,,,0,0
PGC13419,034048-222534,55.2026,-22.4261,dE,5.6,,,,,,0,0
PGC13505,034048-183030,55.2041,-18.5085,dE,6.27,,,,,,0,0
PGC13505,034049-185050,55.207,-18.8473,dE,5.52,,,,,,0,0
PGC13419,034049-221645,55.2073,-22.2794,dE,6.19,,,,,,0,0
PGC13418,034049-350125,55.2076,-35.0238,dE,6.08,,,,,,0,0
PGC13505,034049-180528,55.2083,-18.0913,dE,7.05,,,,,,0,0
PGC13418,034050-354454,55.2101,-35.7484,dE,9.58,0.0043,,,,,0,0
PGC13505,034051-182944,55.2152,-18.4957,dE,3.68,,,,,,0,0
PGC13419,034052-230112,55.2177,-23.0202,dE,10.72,,,,,,0,0
PGC13418,034052-350704,55.2206,-35.1179,dE,5.78,,,,,,0,0
PGC13418,034054-373059,55.2275,-37.5166,dE,4.98,,,,,,0,0
PGC13505,034054-173130,55.2283,-17.5252,dE,6.81,,,,,,0,0
PGC13418,034055-375015,55.2304,-37.8377,dE,8.37,0.0051,,,,,0,0
PGC13434,034055-253358,55.2319,-25.5662,BC,6.86,,,,,,0,0
PGC13505,034055-184917,55.2327,-18.8215,dE,7.43,,,,,,0,0
PGC13419,034055-235101,55.2328,-23.8504,dE,7.28,,,,,,0,0
PGC13418,034055-321330,55.2332,-32.2252,dE,4.0,,,,,,0,0
PGC13505,034056-183921,55.2356,-18.656,dE,7.2,,,,,,0,0
PGC13418,034056-344247,55.2364,-34.7132,dE,2.54,,,,,,0,0
PGC13418,034057-320907,55.2377,-32.152,dE,5.25,,,,,,0,0
PGC13418,034057-375320,55.2416,-37.8889,dE,4.0,,,,,,0,0
PGC13419,034058-224141,55.2445,-22.6948,dE,4.76,,,,,,0,0
PGC13418,034100-354433,55.2533,-35.7426,dE,9.75,,,,,,0,0
PGC13418,034101-334857,55.2559,-33.8161,BC,3.58,,,,,,0,0
PGC13505,034103-180418,55.2638,-18.0717,dE,3.88,,,,,,0,0
PGC13418,034103-334644,55.2651,-33.7791,dE,11.6,0.0039,,,,,0,0
PGC13418,034103-345715,55.266,-34.9544,dE,4.36,,,,,,0,0
PGC13418,034104-353851,55.2667,-35.6476,dE,5.41,,,,,,0,0
PGC13434,034106-262956,55.2772,-26.499,dE,8.45,,,,,,0,0
PGC13418,034106-354125,55.279,-35.6905,dE,4.39,,,,,,0,0
PGC13418,034107-353052,55.28,-35.5145,dE,8.27,,,,,,0,0
PGC13505,034110-173813,55.292,-17.637,dE,7.52,,,,,,0,0
PGC13418,034112-350931,55.3035,-35.1587,dE,13.8,,,,,,0,0
PGC13505,034114-183825,55.309,-18.6404,dE,3.34,,,,,,0,0
PGC13419,034114-235350,55.312,-23.8972,dE,8.01,,,,,,0,0
PGC13512,034116-161941,55.3179,-16.3283,dE,7.91,,,,,,0,0
PGC13418,034117-344445,55.3236,-34.7459,dE,4.05,,,,,,0,0
PGC13505,034118-180206,55.3277,-18.0352,dE,4.59,,,,,,0,0
PGC13419,034119-231254,55.3302,-23.2151,dE,4.67,,,,,,0,0
PGC13434,034119-252634,55.3312,-25.443,dE,3.22,,,,,,0,0
PGC13419,034120-231539,55.3344,-23.261,dE,5.87,,,,,,0,0
PGC13738,034120-205515,55.3356,-20.9209,dE,4.04,,,,,,0,0
PGC13418,034121-334611,55.3389,-33.7698,BC,12.45,0.0045,,,,,0,0
PGC13418,034121-355655,55.3394,-35.9487,dE,7.78,,,,,,0,0
PGC13418,034125-341515,55.3582,-34.2544,dE,4.25,,,,,,0,0
PGC13419,034127-222822,55.3629,-22.4729,BC,4.32,0.0071,,,,,0,0
PGC13505,034128-182456,55.3671,-18.4158,dE,3.58,,,,,,0,0
PGC13505,034131-185235,55.3796,-18.8764,dE,6.05,,,,,,0,0
PGC13418,034131-365523,55.3801,-36.9231,dE,9.92,,,,,,0,0
PGC13418,034131-353521,55.3824,-35.5894,dE,6.55,,,,,,0,0
PGC13419,034132-231107,55.3859,-23.1855,dE,8.4,,,,,,0,0
PGC13738,034132-220907,55.3871,-22.152,dE,5.16,,,,,,0,0
PGC13418,034135-352624,55.3961,-35.4402,dE,3.93,,,,,,0,0
PGC13738,034138-222710,55.4108,-22.4529,dE,3.29,,,,,,0,0
PGC13418,034139-345001,55.4128,-34.8337,dE,4.79,,,,,,0,0
PGC13418,034139-362146,55.4154,-36.3629,dE,4.05,,,,,,0,0
PGC13418,034140-352106,55.4193,-35.3519,dE,4.44,,,,,,0,0
PGC13512,034140-162949,55.4203,-16.4971,dE,7.55,,,,,,0,0
PGC13418,034141-351013,55.4223,-35.1704,dE,5.62,0.0047,,,,,0,0
PGC13738,034142-214658,55.4261,-21.7829,dE,4.17,,,,,,0,0
PGC13418,034142-332904,55.4266,-33.4846,dE,11.97,,,,,,0,0
PGC13505,034142-185910,55.4274,-18.9864,dE,5.26,,,,,,0,0
PGC13505,034144-191135,55.4347,-19.1933,dE,3.13,,,,,,0,0
PGC13418,034145-334729,55.4394,-33.7914,BC,10.94,0.0023,,,,,0,0
PGC13418,034145-372859,55.4413,-37.4832,dE,3.52,,,,,,0,0
PGC13505,034146-174421,55.4444,-17.7393,dE,8.98,,,,,,0,0
PGC13419,034147-242021,55.4459,-24.3394,dE,4.98,,,,,,0,0
PGC13418,034149-363749,55.4578,-36.6305,dE,5.26,,,,,,0,0
PGC13418,034150-353206,55.4587,-35.5352,dE,3.93,,,,,,0,0
PGC13738,034150-210258,55.4588,-21.0497,dE,7.82,,,,,,0,0
PGC13738,034150-210258,55.4588,-21.0496,dE,7.9,,,,,,0,0
PGC13738,034150-211122,55.459,-21.1895,dE,6.15,,,,,,0,0
PGC13738,034150-211122,55.459,-21.1896,dE,6.16,,,,,,0,0
PGC13418,034157-351732,55.4891,-35.2924,dE,12.38,,,,,,0,0
PGC13505,034159-190032,55.4958,-19.0091,dE,2.71,,,,,,0,0
PGC13418,034159-373801,55.4995,-37.6339,dE,5.55,,,,,,0,0
PGC13418,034203-294803,55.5145,-29.8009,dE,4.42,,,,,,0,0
PGC13505,034206-193556,55.5261,-19.599,dE,4.19,,,,,,0,0
PGC13418,034206-345100,55.5261,-34.85,dE,6.37,,,,,,0,0
PGC13418,034209-334144,55.5395,-33.6958,dE,5.73,,,,,,0,0
PGC13418,034211-352636,55.5463,-35.4434,dE,8.14,,,,,,0,0
PGC13418,034215-342720,55.5658,-34.4558,dE,4.62,,,,,,0,0
PGC13418,034216-343153,55.5692,-34.5316,dE,3.82,,,,,,0,0
PGC13418,034217-353226,55.572,-35.5407,dE,10.21,,,,,,0,0
PGC13738,034218-212645,55.5778,-21.446,dE,5.21,,,,,,0,0
PGC13418,034219-370424,55.5793,-37.0734,dE,8.16,,,,,,0,0
PGC13418,034219-353340,55.5794,-35.5613,dE,6.06,,,,,,0,0
PGC13620,034220-132518,55.5842,-13.4219,dE,2.33,,,,,,0,0
PGC13738,034220-205524,55.5863,-20.9234,dE,4.7,,,,,,0,0
PGC13418,034225-353541,55.605,-35.5948,dE,7.26,,,,,,0,0
PGC13738,034225-214554,55.6055,-21.765,dE,3.54,,,,,,0,0
PGC13418,034226-344744,55.6093,-34.7957,dE,8.7,,,,,,0,0
PGC13418,034226-364113,55.6098,-36.6871,dE,11.59,,,,,,0,0
PGC13418,034227-335214,55.6135,-33.8708,BC,4.92,0.0066,,,,,0,0
PGC13418,034229-294356,55.6249,-29.7324,dE,9.32,,,,,,0,0
PGC13418,034230-324020,55.6291,-32.6724,dE,3.59,,,,,,0,0
PGC13505,034231-183228,55.6317,-18.5413,dE,4.99,,,,,,0,0
PGC13646,034232-125723,55.6366,-12.9565,dE,2.7,,,,,,0,0
PGC13505,034234-194457,55.6427,-19.7494,dE,4.13,,,,,,0,0
PGC13738,034234-220543,55.6443,-22.0954,dE,4.4,,,,,,0,0
PGC13418,034235-355904,55.6458,-35.9845,dE,5.35,,,,,,0,0
PGC13418,034236-355721,55.6539,-35.9558,dE,6.42,,,,,,0,0
PGC13418,034238-355204,55.6607,-35.868,dE,7.93,,,,,,0,0
PGC13418,034239-381340,55.6641,-38.2279,dE,6.46,,,,,,0,0
PGC13418,034240-344543,55.6702,-34.762,dE,7.52,,,,,,0,0
PGC13418,034245-335513,55.6898,-33.9203,BC,10.86,0.0036,,,,,0,0
PGC13646,034248-125653,55.7029,-12.9483,dE,3.55,,,,,,0,0
PGC13418,034255-352036,55.7297,-35.3436,dE,6.47,,,,,,0,0
PGC13738,034258-213615,55.7421,-21.6044,dE,2.91,,,,,,0,0
PGC13738,034300-215648,55.7526,-21.9469,dE,9.17,,,,,,0,0
PGC13738,034301-211915,55.7567,-21.3211,dE,3.86,,,,,,0,0
PGC13418,034301-351943,55.7579,-35.3287,dE,6.59,,,,,,0,0
PGC13418,034312-343835,55.8031,-34.6432,dE,5.45,,,,,,0,0
PGC13418,034313-353108,55.8063,-35.5192,dE,7.34,,,,,,0,0
PGC13418,034322-335620,55.8444,-33.939,dE,8.78,0.0035,,,,,0,0
PGC13418,034323-344143,55.8464,-34.6955,dE,8.59,,,,,,0,0
PGC13418,034324-370631,55.8518,-37.1087,dE,5.56,,,,,,0,0
PGC13738,034326-211944,55.8603,-21.3289,dE,6.81,0.0054,,,,,0,0
PGC13821,034327-165811,55.8642,-16.9698,dE,6.97,,,,,,0,0
PGC13418,034330-295909,55.8777,-29.9861,dE,3.73,,,,,,0,0
PGC13765,034332-182229,55.8851,-18.3749,dE,3.63,,,,,,0,0
PGC13418,034333-360021,55.8877,-36.0058,dE,4.19,,,,,,0,0
PGC13738,034334-214250,55.8939,-21.714,dE,4.38,,,,,,0,0
PGC13418,034335-354027,55.898,-35.6742,dE,6.48,,,,,,0,0
PGC13418,034337-344636,55.9069,-34.7767,dE,10.25,,,,,,0,0
PGC13418,034339-351258,55.9156,-35.2164,dE,4.82,,,,,,0,0
PGC13418,034348-353733,55.9535,-35.6259,dE,7.99,,,,,,0,0
PGC13738,034352-213455,55.9699,-21.582,dE,3.48,,,,,,0,0
PGC13765,034354-183006,55.9762,-18.5019,dE,4.37,,,,,,0,0
PGC13418,034354-330228,55.9764,-33.0412,dE,9.6,,,,,,0,0
PGC13418,034356-354947,55.9852,-35.8299,dE,3.03,,,,,,0,0
PGC13765,034357-182329,55.9882,-18.3916,dE,3.24,,,,,,0,0
PGC13418,034408-353257,56.0342,-35.5494,dE,4.27,,,,,,0,0
PGC13418,034413-353547,56.0579,-35.5965,dE,2.3,,,,,,0,0
PGC13418,034425-355124,56.1048,-35.8568,dE,8.7,,,,,,0,0
PGC13418,034427-353957,56.1132,-35.666,dE,5.79,,,,,,0,0
PGC13418,034429-360210,56.1219,-36.0361,dE,11.59,,,,,,0,0
PGC13418,034430-351043,56.1255,-35.1787,dE,6.62,,,,,,0,0
PGC13418,034432-351145,56.1368,-35.196,dE,8.38,0.0019,,,,,0,0
PGC13418,034439-355858,56.1636,-35.9829,dE,10.01,,,,,,0,0
PGC13418,034444-354101,56.185,-35.6838,dE,5.83,0.0053,,,,,0,0
PGC13418,034449-353208,56.2076,-35.5357,dE,1.92,,,,,,0,0
PGC13765,034450-191830,56.2087,-19.3084,dE,4.25,,,,,,0,0
PGC13738,034450-214212,56.2114,-21.7034,dE,6.44,,,,,,0,0
PGC13821,034458-155201,56.2426,-15.8671,dE,5.01,,,,,,0,0
PGC13418,034459-361911,56.2497,-36.3199,dE,15.43,,,,,,0,0
PGC13418,034501-343506,56.2542,-34.585,dE,3.4,,,,,,0,0
PGC13765,034504-183616,56.2684,-18.6047,dE,3.41,,,,,,0,0
PGC13418,034508-363855,56.2869,-36.6488,dE,8.26,,,,,,0,0
PGC13765,034509-175506,56.2896,-17.9186,BC,6.54,,,,,,0,0
PGC13738,034512-203314,56.304,-20.5541,BC,5.55,,,,,,0,0
PGC13418,034514-365611,56.3086,-36.9365,dE,12.27,0.0062,,,,,0,0
PGC13738,034514-214733,56.3088,-21.7926,dE,5.36,,,,,,0,0
PGC13765,034515-190310,56.3143,-19.053,dE,5.74,,,,,,0,0
PGC13418,034516-373243,56.3174,-37.5453,dE,5.75,,,,,,0,0
PGC13418,034517-365826,56.3213,-36.9741,dE,5.18,,,,,,0,0
PGC13765,034519-185932,56.3314,-18.9922,dE,2.72,,,,,,0,0
PGC13765,034523-180722,56.3467,-18.123,dE,9.61,,,,,,0,0
PGC13765,034524-173432,56.351,-17.5758,dE,4.1,,,,,,0,0
PGC13418,034530-343019,56.3785,-34.5055,dE,9.46,,,,,,0,0
PGC13418,034532-345906,56.3874,-34.985,dE,7.5,,,,,,0,0
PGC13418,034533-370458,56.3904,-37.0829,dE,12.75,0.0036,,,,,0,0
PGC13765,034540-181254,56.4171,-18.2152,dE,7.52,,,,,,0,0
PGC13765,034541-190532,56.4209,-19.0923,dE,3.13,,,,,,0,0
PGC13418,034545-315538,56.438,-31.9275,dE,5.58,,,,,,0,0
PGC13418,034547-350338,56.4495,-35.0606,dE,16.06,,,,,,0,0
PGC13418,034550-355826,56.4596,-35.974,dE,11.87,,,,,,0,0
PGC13765,034550-183131,56.4616,-18.5253,dE,3.38,,,,,,0,0
PGC13418,034553-345608,56.4721,-34.9357,dE,2.34,,,,,,0,0
PGC13418,034556-353624,56.4864,-35.6067,dE,4.48,,,,,,0,0
PGC13418,034557-314946,56.4898,-31.8296,BC,8.11,,,,,,0,0
PGC13418,034601-351558,56.5061,-35.2663,dE,4.99,,,,,,0,0
PGC13765,034603-181917,56.5125,-18.3215,dE,7.32,,,,,,0,0
PGC13418,034608-364920,56.5347,-36.8223,dE,15.13,,,,,,0,0
PGC13418,034618-334548,56.5758,-33.7636,dE,10.24,,,,,,0,0
PGC13738,034618-221721,56.5766,-22.2892,dE,3.81,,,,,,0,0
PGC13821,034630-165500,56.6265,-16.9167,dE,4.63,,,,,,0,0
PGC13418,034633-344110,56.6393,-34.6863,dE,8.47,,,,,,0,0
PGC13418,034637-370933,56.6564,-37.1594,dE,11.85,,,,,,0,0
PGC13765,034650-194828,56.7086,-19.808,dE,7.55,,,,,,0,0
PGC13418,034657-350351,56.74,-35.0644,dE,2.67,,,,,,0,0
PGC13418,034701-362616,56.756,-36.4378,dE,12.54,,,,,,0,0
PGC13821,034703-161720,56.7661,-16.289,BC,4.07,,,,,,0,0
PGC13418,034708-361937,56.784,-36.3272,dE,13.7,,,,,,0,0
PGC13418,034713-385806,56.8061,-38.9685,BC,12.09,0.0031,,,,,0,0
PGC13418,034716-321809,56.8178,-32.3025,dE,11.43,0.0044,,,,,0,0
PGC13418,034717-343759,56.821,-34.6331,dE,9.35,,,,,,0,0
PGC13418,034723-295939,56.8462,-29.9943,dE,3.85,,,,,,0,0
PGC13418,034723-344645,56.8497,-34.7794,dE,4.64,,,,,,0,0
PGC13434,034724-250222,56.8528,-25.0397,dE,4.65,,,,,,0,0
PGC13765,034731-185034,56.8823,-18.8429,dE,4.44,,,,,,0,0
PGC13418,034733-312708,56.8884,-31.4522,dE,5.25,,,,,,0,0
PGC13418,034734-321517,56.8941,-32.2548,dE,5.95,,,,,,0,0
PGC13418,034735-380040,56.8976,-38.0112,dE,8.86,,,,,,0,0
PGC13418,034737-362149,56.9059,-36.3637,dE,7.89,,,,,,0,0
PGC13821,034744-164641,56.9346,-16.7783,dE,5.8,,,,,,0,0
PGC13418,034744-350301,56.9353,-35.0505,dE,5.08,,,,,,0,0
PGC13418,034746-353935,56.9456,-35.6598,dE,3.0,,,,,,0,0
PGC13418,034747-295539,56.9481,-29.9276,dE,11.19,,,,,,0,0
PGC13418,034752-362818,56.9696,-36.4719,dE,14.55,,,,,,0,0
PGC13418,034754-350218,56.9765,-35.0383,dE,4.59,,,,,,0,0
PGC13418,034800-331434,57.001,-33.2429,dE,5.76,,,,,,0,0
PGC13418,034802-350135,57.0088,-35.0265,dE,7.48,,,,,,0,0
PGC13418,034804-364447,57.0181,-36.7464,dE,6.33,,,,,,0,0
PGC13418,034808-380014,57.0352,-38.0041,dE,5.96,,,,,,0,0
PGC13418,034809-373132,57.0406,-37.5256,dE,8.9,,,,,,0,0
PGC13765,034811-184501,57.0486,-18.7505,dE,4.06,,,,,,0,0
PGC13738,034815-204028,57.0632,-20.6746,dE,3.58,,,,,,0,0
PGC13418,034821-360625,57.0916,-36.107,dE,9.45,,,,,,0,0
PGC13765,034832-184446,57.136,-18.7462,dE,3.75,,,,,,0,0
PGC13738,034836-214215,57.1511,-21.7044,dE,3.06,,,,,,0,0
PGC13418,034855-355710,57.2313,-35.9529,dE,4.48,,,,,,0,0
PGC13418,034911-390406,57.2984,-39.0686,dE,7.91,,,,,,0,0
PGC13418,034912-365826,57.3024,-36.9741,dE,14.51,,,,,,0,0
PGC13418,034913-355536,57.3076,-35.9268,dE,3.72,,,,,,0,0
PGC13418,034928-314934,57.3689,-31.8261,dE,4.29,,,,,,0,0
